Actual_pIC50,Predicted_pIC50,Residual
4.0,5.019726095312621,-1.0197260953126213
5.494850021680094,4.237418844716449,1.257431176963645
6.638272163982407,6.508265150117082,0.13000701386532487
8.309803919971486,6.329745800315956,1.9800581196555305
7.142667503568732,6.2114807665291805,0.9311867370395515
5.142667503568732,4.169442270063026,0.9732252335057057
6.187086643357144,6.329745800315956,-0.14265915695881137
6.568636235841013,6.501478056754279,0.06715817908673394
4.096910013008056,4.169442270063026,-0.07253225705497002
7.366531544420414,6.365707229211974,1.0008243152084395
4.0,4.237418844716449,-0.2374188447164487
7.0,6.2114807665291805,0.7885192334708195
3.9956786262173574,4.479068987730132,-0.4833903615127748
3.9208187539523753,4.607925221574913,-0.6871064676225376
5.3979400086720375,5.163999118578603,0.2339408900934341
3.0,5.163999118578603,-2.1639991185786034
4.823908740944319,5.163999118578603,-0.34009037763428474
3.0,5.163999118578603,-2.1639991185786034
5.318758762624412,5.275201321665098,0.04355744095931424
5.769551078621726,5.325948399298206,0.4436026793235195
5.920818753952375,5.325948399298206,0.5948703546541685
5.823908740944319,5.325948399298206,0.49796034164611225
5.698970004336019,5.344457241799534,0.35451276253648434
5.301029995663981,5.284945275233183,0.016084720430797894
4.552841968657781,4.540056839255984,0.01278512940179688
4.6020599913279625,4.57475401269045,0.027305978637512496
3.779656514902953,4.809776816561233,-1.0301203016582803
4.396963943749478,4.913877448544802,-0.5169135047953235
4.856048883576037,4.8808943051266,-0.02484542155056335
4.88672530753565,4.860276155423827,0.026449152111822194
4.58838029403677,4.767464825110154,-0.17908453107338396
4.6020599913279625,4.715720877802026,-0.11366088647406336
4.723538195826756,4.6691582857670495,0.05437991005970666
4.610833915635467,4.550970101868216,0.059863813767251806
4.815308569182401,4.793840980994814,0.021467588187586983
5.275724130399211,4.677841961778661,0.5978821686205498
3.82739706879014,4.22616772601735,-0.3987706572272094
2.024108863598207,4.3623968909190936,-2.3382880273208864
3.8924508702553138,4.2076764173299885,-0.31522554707467476
6.1605219526258015,5.561616175684283,0.5989057769415185
6.323306390375134,5.442523028312931,0.8807833620622025
5.783570169123749,5.672930827655274,0.11063934146847476
6.356547323513812,5.615731542227011,0.740815781286801
6.460923901207224,5.570745098083388,0.8901788031238356
5.475474063373624,5.544104475036337,-0.06863041166271344
5.857923538926715,5.791772624274306,0.0661509146524093
6.0655015487564325,5.659021709760709,0.4064798389957236
6.2225731776106885,5.506727013686162,0.7158461639245264
6.009661145212399,5.631279207495868,0.37838193771653117
6.376750709602099,5.00241602597288,1.3743346836292192
3.2059304160183673,4.6483564511057835,-1.4424260350874163
4.200659450546418,4.651636545296341,-0.4509770947499234
4.957818405484233,5.058847440117486,-0.1010290346332523
5.279014255846261,5.130806167650055,0.14820808819620535
5.0343280287798935,5.070756123434347,-0.03642809465445307
5.174573882232177,5.078517645230876,0.09605623700130117
5.20342566678957,5.042024501881164,0.1614011649084066
5.379863945026242,5.077922597264434,0.30194134776180803
5.493494967595128,5.023505435576165,0.4699895320189631
5.218963061378868,5.0992048083699295,0.11975825300893828
5.183758700008217,5.0497122562254155,0.13404644378280128
5.399027104313252,5.109995144316258,0.2890319599969935
5.4156687756324695,5.078682957030992,0.3369858186014776
5.413412695328245,5.044331502109941,0.369081193218304
5.35261702988538,5.141824423225581,0.2107926066597985
5.510041520575165,5.045348886854328,0.464692633720837
5.55129368009492,5.045151684790741,0.506141995304179
4.959002307576509,5.003842209239739,-0.04483990166322993
5.436518914605589,5.0421364435511675,0.3943824710544215
